Reviews,Polarity
salary was good enough while i was still ungraduated,1
Annual bonus. Great medical ensurance,1
"Global brand, financial stability, network",1
get to learn lot of things,1
"competitive comp. very dedicated to employees, they value people and don't treat people like a number, as many companies of this size do.",1
"No work overload, flat hierarchy",1
Very good environment and colleagues,2
"Great Atmosphere,cooperative colleagues,Good Bnifits,nice medical insurance",2
"Average pay
The people I work with are great.",1
"Such a great atmosphere here and a world of opportunity for those who want it. Everyone is passionate and pushing forward to the future. Definitely a buzz in the air and the time to be in Vodafone. On Site events regularly, the ability to work outside in the sunshine when you want, work from home when you need. The Benefits are fantastic and completely flexible. Matched funding for any money you raise up to £1500 a …  year, plus 3-5 days paid time off to volunteer for causes that are close to your heart (even if that is helping out at your son/daughter's school trip). I think the best thing about Vodafone is the internal culture and probably all the things we don't shout about. You have to work hard and deliver but you are most definitely rewarded for your efforts. I have worked for a lot of large companies, and can honestly say that Vodafone is by far the best- and it's getting better.Show More",2
Benefits are the only good thing about the place. I had very good benefits but I know that they're being chipped away at slowly so may be less good for new starters. I would love to be more positive but I honestly can't. I loved it when I started but it's vile now!,1
"Very dynamic company, good benefits such as campus life, gym, coffee areas, outdoor spaces. Very flexible working hours",1
"A very good work culture, good work environment. The independence to do work as per the business requirement is a plus.",2
"Innovate- u get wtever u want, great place to learn alot , people are very supportive and they care about people very much.",2
Culture is very good here,1
Benefits and Rewards for employees,1
Work from home and flexible,1
Great salary and benefits and a great culture,2
Multinational environment you can learn many things in with good tools.,1
"Friendly atmosphere, culture , methodical way of doing things",1
"Learn a lot, great team, great place to develop skills like: manage to work under pressure, to never exceed the dead limits.",2
"Exciting industry and products
Beating competition and focused leadership
Not complacent - always looking to change and improve
Multinational opportunities",1
"Everything is pros here. Like Work life balance, Work culture,Growth Hike and all",2
Dinamic and international enviroment,1
"Great vision, quick to act on decision, results driven",2
flexible environment amazing career path,1
Work environment is good. Frank and supportive people on floor. Talented and qualified seniors.,1
"Young people, dynamic environment, home office once a week",1
Teams are excellent. Management very friendly. Lot of appreciation for the work you do. Lot of events and activities planned for employees and families,2
people that works there are great,2
"Very flexible - home based contract
Global brand
offices across the UK and Europe",1
"Vodafone is a company that was born and has grew up a lot in the last 20 years.
I advice this choice, overall if you are a graduate and you want a starting job experience into an international enviroment where you can have responibilities from the first months.
Lastly, but non less important, Vodafone garantees an high salary, definitely higher than any other company in Italy.",1
"Flexible working, better ways of working",1
"Very nice place to work for, Working environment is nice",2
"Friendly environment, challenging roles and learning opportunities",1
"Benefits are by enlarge excellent value for money.
The enthusiasm and commitment of some of the employees are fantastic and are a credit to Vodafone. If only they where valued and appreciated by their Managers.",1
"Interesting industry which is always changing
Good people, who try and do their best
International
Sales-driven",2
"Multinational Company, Challenging Environment, Great people there.",1
nice place to work for,1
"The top reasons to work in Vodafone are: 1) The imviorment is the best, 2) The way the management team interacts whit the rest of the staff, 3)If you are dedicated to your job, the you can get a promotion in the company.",2
"Good environment ,nice canteen on site with subsidies prices . Gym on site available to employers and good career path. Work life balance and ability to work from home.",2
"at Vodafone, Development Opportunities are aplenty, if you are mobile. The focus on diversity and inclusivity is a bit too strong. the try to adapt to all intl' process, without checking the relevance in local markets",1
"Learning a lot, growing oportunities",1
"Good benefit package (mobile, cafeteria)",1
Good Policies and Compensation/ Benefits,1
Good variable salary for a part-time job. Unformal work environment. known and accredited company from the customers point of view wich makes the sales easier.,1
Work environment is very good,1
"Challenging work, talented people, opportunity to grown in a dynamic environment. Great support for flexible working.",2
"A good range of benefits, plus flexible working, but the pay scale for existing employees does not keep pace with the market, so you're not rewarded for loyalty",1
"Fully recommend, great environment",2
"Discounts, Work environments are always top standard, salary, working hours.",1
"Work life balance, good atmosphere",1
"Great people, great work experience",2
"Well mannered, work culture, big brand value, good learnings",1
Had the potential to be a great company,1
"Good basic salary, great staff discount rates, relaxed dress code, reasonable hours for retail",2
"Good discount on products
Great 4G Service",2
Biggest advantage is that it provides global job opportunities in other Vodafone countries and power of Vodafone brand that increases your equity in the employment market.,1
"No reason/ interest to ever work in Vodafone Ghana especially Fix services.
where they are a lot favoritism and back butting among the heads toward junior workers.",-2
International company with interesting worlwide opportunities,1
Good place to work...work life balance is perfect,2
"Passionate people, it can be fun environment if you have right management , ability to move in diff directions. Good global brand and can move internationally.",1
The one good thing I could probably think about is flexibility in work location and hours. Free personal mobile calls and data,1
It is a good job if you are a recent grad or still studying.,1
World leader - broad international focus. Top in its field,1
Getting a huge experience handling people from different cultures,1
Very relaxed atmosphere and ability to work from home. Good work life balance and great employee perks.,2
Culture is very good. i worked as Area Sales manager and the HR had good power. There was a focus on enriching the job and improving productivity,2
"respectable company , good nature to work .",1
"Decent pay
Interesting work
Relatively good career progression opportunities",1
Good career opportunities.. good work atmosphere,2
Extensive opportunities for career growth,1
"If you know what you worth, they'll pay you well. The Hungarian management is supporting, but belittles certain issues what could evolve into tragedies.",1
"Good Salary.
Nice working staff.
Global Company.
Hard work is rewarded.",1
Location transport work from homr,1
"flex working environment
great office space
mobile working",2
"good environment
friendly people
suitable shifts",2
"Amazing training and development opportunities
Compensation and Benefits
Flexibility",1
Friendly environment with friendly clients..,1
Busy job with a lot of learning posiibilities and very good colleagues.,2
"Fantastic pay for staff and fantastic employee benefits, 100% simo discount 50% discount and 8 30% discount for family and friends also free broadband and when tv comes in next year no doubt there will be a staff tv package.",2
"Nice campus and facilities. Blue chip company, good flexible benefits scheme (though new one comes out soon, watch this space).",2
Ethical company and good work culture. One can get Personal and professional life balance. Good rewarding company to the performers..,2
"One of the World's biggest telecom company
great work culture..
Performing Employees get recognised and rewarded..
Nice schemes for employees benefits..",2
It's a very dynamic place where you can develop a fast capacity to think.,1
"Friendly staff
Good discount scheme
You get to be like Santa giving people new phones",1
"fixed salary no matter what happens ,used to have good activities now they don't",1
Good staff perks. Holidays are still fairly generous. Very easy to skate by whilst doing absolutely nothing!,2
It was a nice period working at vodafon. Nice people and good communication with managers. Work was easy to learn and had great help.,2
"- Brand
- Internal career moves
- Strong product strategy (converged solutions & workforce mobility partnerships)
- Competitive pay packet
- Very strong benefits package (pension & 28 days holiday particularly good)",2
"Flexible working enviornment
Great brand
Large spread of existing accounts to target",2
It has good reward and recognition,1
Great work atmosphere. Very innovative company with the will to expand and develop. The main campus in Duesseldorf is amazing.,2
The good friendly spirit over the place. Facilities and free drinks.,1
"1)Work Culture
2)Equality
3)Learning
4)Good HR system
5)Employee Security",2
"Good working environment; International and friendly
Location in Paddington very convenient - close to bars and restaurants + gym.",1
Good salary..Extensive Training programme..small team..,1
"Excellent work environment.
Good Learning and knowledge gaining experience.",2
"International environment, better prospects than other Telcos",1
"Working hours are flexible, management and coworkers are very friendly.",1
"good pay and conditions, great career opportunities if you're highly motivated, opportunities for working abroad, flexible working, staff discounts, fast-moving business, innovation is king, lots of variety, challenge and change.",2
"Good people to work with, exposure to international markets, interesting projects/technology at times, some very talented technical staff.",1
You will find a good team with high standards and also ready to help you.,1
"It,s a multinational Company with very effective management system , every body manage him self independently ,",1
Nice campus. Not that you'll get to see it as you'll be in back-to-back meetings and staring at Outlook 18 hours a day.,1
"Very good people around, professional, with strong potential for the future. Salary, benefits. Some flexibility (leave early/ arrive late as long as the job is done).",2
Good employee friendly and full of masti...,1
"Nice environment, very international, free space, you can work where ever you want, nice facilities, great area.",2
"it's a good school to learn how to make business, stimulating international environment for cultural exchange, interesting opportunities in growing markets",1
Work for one of the best brands around the world. The opportunities of be a real specialist in one field with huge budgets.,2
"*Great cash flows
*Generous bonuses
*Well educated staff",2
"Great work Culture, Employee Friendly Organization.
Provide opportunity to grow as a professional.",2
"Work with some of the best people about.
Uniform is very casual and comfy now, instead of the terrible shirts they used to provide.
Basic Salary is fantastic compared to other similar companies.",2
"International environment, innovative, dynamic, young, meritocratic, best place to work, performance culture, growth opportunities, couching and mentoring, above average compensation package, ambitious and competitive",2
"A wealth of experience and learnings in various fields including product marketing, channel marketing, corporate sales, and outsourcing.",1
"Salary is good with good bonus structure, can branch out in other avenues if willing to travel or locate",2
"Better than last job. management is good, staff is good..",1
Great benefits and perks,2
"Good expereinec, new technology, pleasant work place.",1
"People there are absolutely friendly and give you so much motivation to work in this amazing place. Also, the salary is pretty much satisfactory.",2
Good brand value and profile of work,1
1. Salary is higher than other companies in the industry,1
"so many benefit.
1. Phone, Sim, Broadband allowance
2. Flexible working, shift allowance, easy approval on other expenses",1
Existing learning and developing opportunities,1
Have a Better Employee Benefits,1
"Global company name which is well admired as an industry leader that suppliers want to work with and align to the organisation.
Staff phone.",1
"Very outstanding environment, kind people and appreciation everywhere",2
"Worked in analytics, you get exposed to lots of team and see your outcome in action",1
Takes care of High performers,1
Money is good but groth is so low.,1
The pay is very good.,1
"The people are great, services works fine.
Good trainings.",2
"The recruitment process is good, and once you are in Vodafone you have the opportunity to move sideways, and from local markets to group.",1
"Good salary, good benefits, sporting opportunities, staff parties, team buildings",2
Best work environment do in Vodafone,2
The people. May have changed now its Voda but at C&W it was a blast. I have fond memories of the people I worked with. I made friends and had lots of fun there.,1
"Teamspirit is great, Strong global structure.",2
"Discounts were good, up to half price line rental and cheep phones and ipads
Smart modern campus in good location.",1
"Fantastic campus with a restaurant and gym. Amazing people, very friendly, intelligent and switched on (well most of them, less so senior management!)",2
It is a global company that you can work abroad if you have luck.,1
"Global Corporate Company which gives you opportunity for global positions.

Vodafone Turkey is one of the largest networks in Turkey and working within this environment gives you skills like advanced troubleshooting on large scale Transmission Networks.",1
very flexible 12 month prob,2
Best Salary package good perks and outdoor training programmes,2
"Good culture, good environment, good entertainment.",2
It is a multinational company and has a good reputation all overthe world and it gives you ahealth insurance and you connected to evey one inthe company,2
Happy environment to work in only due to colleagues not company.,1
"Great pension, lots of opportunity.",2
"Benefits good, opportunities to move within a large company good",2
not started yet but great bonus's and place to work,2
No 1 Brand name worldwide with great recognition. Feeling proud to work with a leader. Enormous amount of career opportunities and prospects through tones of in-house training and many more.,2
Great global campus (newbury) good package and generous share plans. Stable company and job security once you are in. Cash rich company and good CEO.,2
Good environment to work with,1
Employees are empowered to make changes and to have an inpact on company strategy and growth,1
"multinational environments respect diversity encourage team work encourage innovations , invest in staff training
very well carrier path medical insurance and social insurance",1
"Global Company, Dynamic Environment, Career Opurtinuties",1
Best Good company i had ever worked,2
"Multinational company all over the world, great opportunities, salary is above average.",1
"Very dynamic, young and fast moving",2
"Flexibility, big company, good salary",2
"Good place to work, forward looking.",1
"great people with great minds
a fun industry where you get to touch the lives of millions of customers",2
"Friendly coworkers and team leaders/managers.

Many facilities provided including transportation, health insurance and a number of fast-food restaurants within the premises to hangout during breaktime.

Provide free Iftar meals for all employees during Ramadan (open buffet) something I haven't witnessed in any other company.",1
"Scale, possibilities, flexibility, decision capacity, investment capacity.",1
Pay was reasonably higher than competitors,1
"Huge brand
>Smart people
>good pay
>good infra
>great policies
Good a place to learn on how the Indian Telecom industry work.
Respect to Employee's of both Genders.
HR polices are good.
More than Avg. Paymaster.",2
One of the most organised companies in Egypt,1
"As part of terminals team in Germany, had Good Work Culture, everyone wanted to make something happen. Great exposure to a lot of technologies and firms.",2
"Good wages, friendly peers, global company.",1
Good Experience with this company and good salaries,2
"Great Office Culture, Friendly Multicultural Environment, Work-Life Balance absolutely positive, Many opportunities and projects, Good performance review.",2
"Travel, exciting opportunities, can be a lot of fun",1
Working Environment is too good if you are a dedicated person,1
Great large company experience in telco sector,2
"great office culture, however it depends on the área you are joining, I oersonally loved it. work-life balance is ok, with some peak months for specific tasks, benefits in line with the market, I would recommend",2
Good compensation. Pay is good...but that is not everything......,2
"Big brand, good employee experience (invest lots in development), lots of opportunity, good, talented people",2
"Wonderful culture, great bosses to work with, nice environement to learn and expiriment",2
"Among the most international workplaces with people from over 50 countries
Also one of the best places to work for Women
Actively encourages more women at work as part of Diversity and Inclusion",2
Good Exposure; Growth Prospects; Attractive Salary,1
"excelent benefits, good activities, dynamic projects, great team",2
Learning how to manage complaints and find a solution,1
The pay is decent and you get great international exposure,2
"Great company to work for with lots of opportunities to develop, network and meet new people. Great onsite facilities at HQ",2
Flexible working offers work life balance. Good corporate benefits. There are good people in the company that need the opportunity to shine.,2
"Salary and incentive structure was ok for a fresher, but they used to derive more than that from you. Apart from that could not find anything positive",1
"best brand and good marketing, beautiful stores an best locations, best device and good offer",2
"leading telco operator, good to have on the CV",1
"Good exposure, leaning opportunities, global management, great people, great culture",2
"Good culture, some great managers and varied roles. Excellent office set up with flex working and empowerment to most roles; all work is based on objectives.",2
An exciting company which follows up innovation,1
"Great Benefits
Plenty of cash
Ip to date technology",2
"Global Company, Good Benefits, Career Opportunities",1
Great Place to work for. Flexible working. Great Culture,2
"intercultural exchange
relatively good salary
nice office building in Budapest
work in team with different people",1
"Big name , good culture , good building and benefits",2
speed simplicity trust work environment,1
"Excellent pension contributions
Great working environment
Great manager support
Great people
Excellent work life balance",2
"Lots of opportunity to move globally if you can find the right sponsor, cash rich with many improvement projects allowing for career development. Flexible working policies.",1
Vibrant enthusiasm energetic opportunistic ethicality,1
Good company benefits if you're hired directly to Vodafone and not just any outsourcing company,1
"very professional environment
A lot to learn",1
very nice behavior all employee,1
"good team,good manager and a great company",2
"Gives importance to work life balance.
Works according to group ethics of speed simplicity and trust.
Job satisfaction is guaranteed.",1
"Good salaries, good benefits, very good medical insurance",2
Constant change; flexible ways of working,1
"Multinational Company, Great Environment, Nice Experience",1
"i joined vodafone in 2003 ,and the most thing i like was the managament and the work atmosphere .the culture itself was one of the best companies ,i have learned and gained many skills,the work environment was very good,people feel proud to be part of the company.",2
"Good Salary, good work personal life balance, Good Salary, good work personal life balance, Good Salary, good work personal life balance,",2
Vodafone is a great company and allows employees to move between different departments and learn new skills. It is a company that treats its employees very well and cares about life and work balance.,2
A good & renound telecom industry in the whole world....,1
"Good job prospects, allows you to move around the business. Flexible working in place",1
"as it has a wonderful network through out the world and has maintained the customer value choice and preferences,and i believe there is a best opportunity to grow and make the career.",2
Amazing culture of dedicated and friendly people. They help build you up and get you going.,1
"Practising my second language.
good salary.
learning some basics of the customer experience.
Always improving the technical tool we are using.",1
"Challenging work, passionate workforce, dynamic (Global Enterprise)",1
"Solid financial status. Clear strategy. Focus on mid term results, not only on short term. Relevant investiment strategy. Working time flexibility.",2
"Open - minded, innovative, full of energy, rotation, opportunities of promotion, close to employees, no vertical hierarchy",2
"Unlimited calls and sms...
I loved the job because of my profile, it might not be the same for others.",2
Best working environment in MENA,2
A growing organization with a lot of opportunities. Cross functional exposure. With the independence to choose your career path and lot of internal job posting options. Forums to share the best practices. Recognition system in place. Approachable managers mostly.,1
"Vodafone is a big global company that is getting stronger day by day. It has a very dynamic, innovative and diversified environment where you feel you that you are given the chance to exceed your limits if you really want to.",2
"None, No pros, only package that they provide is better than other companies in market. This is like a bait. dont get in this trap it is only to get people take the job and then torture them.
Girls please dont stay here",-2
"good sales managers, the sales managers let you get on with your job, if you are working hard, you are left to do your job.
decent enough package for entry level field sales, salary + car etc",2
"Good brand, open doors for enterprise sales
Large coverage of accounts across both private and public sector
Good vendor relationships and wide portfolio of things to sell
Good benefits as befitting a large enterprise company",2
"Interesting work
Work on big projects
People OK",1
"It's a multinational company with a great environment, very complex, with great challenge that help you innovate.",2
"International experience, high salaries for the industry and global recognition",1
"Powerful values, clear vision and strong strategy. Very knowledgable colleagues, good teamwork and collaboration. Good transparency throughout the business. Above average salary.",2
"Great flexibility of work times and locations
Good focus on health and wellbeing
Good benefit schemes for shares",2
Best working environment and automated paperless,2
It's ok if you are at the beginning of your career. The pace is very fast so you learn a lot in a short period of time. One should not lose more than 1-2 years in one position.,1
the working environment is so good.,1
"great environment ,Process oriented ,equal opportunity employer , Great Campuses & includes many fringe beneifts",2
"Big company, which means good support and stability through tough times. Possibility to cover lots of different fields in a company strategy and operations",2
Liberty to innovate and a Great Work Culture!,2
Good salary as compared to the market of Greece in crisis,1
You are given responsibility and possibility to change things. Very good colleagues. Internal trainings. Very flexible working hours (depending on manager),2
"good work environment, many benefits (food, gym, library, nursery, ...)",1
"Good policies for women
Salary on time",1
"This is the greatest company I have ever worked in!
Their corporate cuture is amazing, you feel integrated since day one, managers and colleagues are very welcoming.
I had the chance to work with a lot of international departments within European Union and countries outside of the EU zone, and learned a lot with the flexibility and innovation offered.

Work/Life balance is good, and the offer a huge …  amount of benefits, including investing in additional education for their employees and support for families.Show More",2
Great learning offered as a fresher to the field,1
"Dynamic industry , interesting organisational culture",1
"Flexible working - ie ability to work from home on a regular basis.
On-site subsidised gym with the flexibility to attend before, after or during the working day.
Campus location - easy commute and a really clean, comfortable environment
Being part of a dynamic, ever-changing business and understanding how I can contribute to the overall strategy of the company",2
"Good culture, better pay package compared to other employers in telecom",1
Good company to work for,1
"Work-life balance, strong leaders and nice environment overall",2
"Good Environment, benefits, living values",1
you will learn a lot in different aspects its like a huge university that will support you to learn from different levels & mentalities,1
"Best pay on the high street
equal maternity and paternity leave
supportive employer
Feeling that you are appreciated by the whole company and you're not just a number
Training was great, the trainer and the course were both amazing
Team building is real thing. Vodafone place you in teams according to personality to ensure great teams are maintained.
Career possibilities seem endless!
50% off of …  two contracts and 30% off a further 8
plus loads of other benefitsShow More",2
good over all work environment,1
"learning is good
Good exposure
Stringent HSW policy health, safety and well-being.",2
"Great culture especially on the staff level , good facilities, mobile and transpiration allowance, feels like home although that started to fade away for some people",2
"A lot of opportunity abroad, but must work the CEO's way - Success with customers and fellow employees not enough to do well in America.",1
"Good salary,
Good Benefits
Good Discounts on Vodafone products
Good Opportunities to develop yourself",2
"Employee Safety is very important to the company.
Work life balance is good.
Employees are always appreciated for their work and effort they put in.
There is work and fun which makes employee more productive.",1
"great culture,opportunities, diversity, learning all the way, space for self development and a respectful multinational company, commitment towards community.",2
"work environment is great, the people are great as well, good place to work, well defined process, friendly managers",2
Work / Home life balance. Good colleagues.,1
"Good atmosphere
No time rules can take 2 hrs+ more break",1
Good for people in Telecom domain. Good colleagues from whom you can learn and improve yourself. Good Career opportunities,2
Good environment good technology good colleagues,2
The culture of the business is the best reason to work at Vodafone. Everyone is a team all pulling together to deliver the best results.,2
"MNC culture, great growth opportunity",2
"Good work-life balance, good company for women",2
"Good Compensation
Good leave policy
friendly environment",2
There is a lot of respect for work-life balance across the Enterprise business unit. Vodafone tends to add that little extra to all benefits from extra maternity leave time to sick leave support and so on.,1
Good pay and benefits and excellent co workers,2
Excellent work and life balance,1
"Good team, varied work, days off",1
"Good benefits, good enviroment. Good training plans.",2
"Work Life Balance, Work From Home.",1
"Vodafone is one of my best work places
i was wondering with the environment there
Vodafone offers a lot of lass room training",2
"Great discounts for family and friends
Great benefits - private medical, pension, cycle to work and many many more
Flexible working
Work life balance is encouraged",2
"friendly atmosphere
a company that teaches u discipline
team-spirit is in the air",1
"Best part of the company are Brand,Work culture,perks & salary",2
"Good Place for freshers and 2-3 years experienced laterals
Cable & Wireless benefits were good
Good place to learn if you spend 10+ yours a day
WFH faility available if manager is good",1
"Good and talented people, balanced work-personal life, medium wages (not top of the line)",1
Good commissions on sales and flexible schedules. You don't need previous sales experience to get hired.,1
"Good teams, good people, flexible working",2
"If you are open for a life time experience, you have the opportunity to develop yourself and learn a lot.",1
"Easy going environment, it gives you the oportunity to work in very diferent projects and topics.
High level empoyees",1
"Great system, great people and culture, great environment, help employees to grow and learn",2
"1. good package
2. learning experience",1
"good place to get experience in your career path start for couple of years, try to get knowledge as much as you can. get more certificate and learn technical and different skills",1
Benefits package was extensive and good - esp pension and maternity leave,1
"Excellent work life balance, Growth opportunities",2
great benefits; modern office; room for growth,1
"- Great Benefit package; Pension, Tax commute Saver plan, Health Care.
- Clear Career Path
- Great team",2
"Dynamic Environment
A Lot of Trainings
Communication with a lot of vendors
Communication with Sales and Marketing department
Good work and life balance",1
good support from the team,1
Brand name; Very nice office ; Nice people to interact with,2
I have worked with Vodafone Delhi last 7 years and I am totally satisfied.,2
"- Entrepreneurship culture and feeling
- locations in more than 20 countries
- one of most visible areas of Vodafone to work
- great feedback from customers and analysts ( Gartner, Ovum... )
- fast growth ( from 60 to 700 people in 3 years )
- very d",2
I love the way they create an amazing environment. Facilities are another good reason to vote for them.,2
"Good Work/Life Balance , Culture & Values",1
They give good bonuses. The raise is good sometimes. They have flexible hours,1
"Generous medical benefits for employee and family, flexible working arrangments offered to everyone, collegiate environment, overall understanding bosses. A lot of fun engagement activities.",2
flexible working environment plus work life balance. a strong focus on the person,1
Looks good on the CV,1
"Good work culture,employee favour,no time sheet entry",1
Great environment and colleagues. Would suggest it to anybody who can get a job there.,2
"One home office day per week, lots of trainings, great teams, good management",2
Good pay and benefits,1
It is the most admired company in the country.,2
"Great environment, learning new skills, evaluation",1
"Very good position in the Dutch marketplace. Good working conditions with a great office concept, open space and flexible system. Open door policy also applies to the top management. The management culture is geared toward coaching and improving people managers' performance.",2
"Healthy work life balance, opportunity to grow",1
"stable safe work
few lay out for employees
strict when it comes to health and safety
many many many products
amazing customer service
customer oriented
innovation
huge name
flexibility",2
Highly organised multinational company and a place to learn,1
"1. Freshers will get high salary package compared to the employess who already have 2 years experience in the company for the same position
2. Nice Managers(o Depends on how you behave with them)
3. Nice pantry and house keeping staff
4. Very good atmosphere inside the company
5. Very good allowances for rotational shift people. In addition to Handset and mobile allowance
6. Cab facilties are optional …  but you will take it in case you dont have bike
7. Insurance and other policiesShow More",2
Salary and bonus and the amount of vacation time,1
I am constantly challenged to think differently which keeps me highly engaged. I am empowered to be aspirational on a daily basis and thrive in this environment.,1
"Good salary
Challenging job
Great HR policies",1
There were very good on site opportunities at Vodafone.,1
Best part is work and family balance,2
"There are a lot of opportunities to work on things to broaden your experience. Lots of very good specialists in the companies brought in by acquisition.
Benefits package is good.
Above average number of vacation days.",2
very efficient sales representatives trainings,1
"Collaboration, Fun, Communication, hard work",1
job opportunities and freedom to look at other roles including investment into colleagues personal goals,1
"The environment is very friendly and the team spirit is always great, benefits of transportation, free unlimited phone plan and health insurance.",2
"Good work/life balance, reasonable salary, scope to do extra over and above job spec",1
"Great investments considering the revenues decline, international company, salary not so bad respect the market, great internal focus to rennovate the business offer",2
"Large company with lots of opportunities for different roles, they have plenty of varied technology",1
There are some nice people to work with. Campus is alright,1
"Good office environment, support some working from home, challenging positions, inclusive policies, great LGBT+ Friends network.",2
"Very professional recruitment process, including a telephone interview and assessment centre. Good communication throughout the process.

Excellent training, with a genuine focus on Customer Service and doing the right thing for the customer.",2
"Lovely office, nice colleagues, good benefits, English speaking, flexi schedule",2
"Focused to the customer, innovator, very tech savvy. Feels great to work for one of the largest telco companies of the world!!",2
"Access to state of the art technology, international team, excellent office space with lots of facilities, chance to work on high profile projects in the industry.",1
"Very nice environment
good benefits
good organizations",2
i have learned and trained how to work under stress and understand carefully the customer needs to find what he wants in order to solve his problem accurately .,1
Great company for career progression,1
full of opportunities - high level of professionalism,1
"Great people to work with, good knowledge sharing. If your face fits then you are there for life.",2
Good to company to learn,1
"Best practises, employee benefits, flexi working hours",2
good hikes and work balance,1
"Flexible timings
Transparent Management and leaders",1
"Great perks, same conditions as full-time employees, competitive salary. Friendly environment full of young and fresh people. Initial training gives you depth overview what company's values are.",2
"The office, the canteen, the gym, the showers (I can bike to work), the library, the mini meeting pods, the large professional meeting rooms, the pit stop, the people you work with are awesome, the product set is huge and at the top right of the Gartner magic quadrant, the general vibe in the office, the professionalism, the aspiration, the ability to work flexibly, the career opportunities, the focus on charity and …  giving something back and fund raising, the benefits are good too!Show More",2
"Salary , Bonus , Company Car , Working Environment , Trainning",1
Good work atmosphere and having great culture,1
Staff get discount at 50% for two lines and the pay is better than average and that's about it.,1
"good climate and safety of a multinational company,",1
Flexibility is the only positive thing of this employeer. Brand open market doors although execition ruin everything you try to construct.,-1
everyone was friendly great place to be !,1
"Good for freshers
Good learning curves for freshers",1
"Great office
A lot of opportunity to learn and grow",2
"Customer Centric organisation.
Strong Brand Value particularly in the consumer space
Fast paced
Has invested heavily in brand, retail and infrastructure
Good package and extras",2
"Good market reputation, aggressive and higher penitration in the rural market,implementing new Ideas to boost up the sales figure.",1
"Pay, colleagues, varied roles, customer interaction, bonus incentive",1
"Good company to start ones career with ,but not much opportunity to grow .",1
"A really good work environment. Working with good programs and tools. Employee benefits like Free phone and contract, Laptop, Data Stick etc.",2
"Great company
Employee friendly
concerned with employees",2
I really like the Vodafone way of working.,1
"Friendly personnel, great oportunities to learn new things, open mindedness",2
"open minded environment, great co-workers mentality. unfortunatelly very few people do give attention and value your efforts, and try to help you in all ways possible.",2
"Easy to learn the product.
Good back office support.",1
good perks phone laptop great people,2
Good pay package .. and no stress,1
The most important reason is that Vodafone is a good reference for your cv. If you are good at your job everybody will respect to you and you will feel yoursef good.,2
the company has a nice working environment,1
"Highly International
Salary is decent
Benefits
Home Office
Flex time",1
"The environment is really good relative to other companies in the Egyptian market and there is no discrimination of any kind based on religion, gender or disability",1
"Not one good reason left. The product and network used to be amazing, the team used to be great and the culture used to be one that valued individuals and treated people with care.",2
The customers. You meet some friendly people.,1
"Nice work culture,good benefits, open communication",1
"Good discounts on pay monthly contracts.
Fun atmosphere majority of time.
Great bonus on achieving target.
Comfortable Uniform to wear.",2
Very good work environment and good treatment of employees.,2
"The salary was okay, there was a healthy environment, and there was transportation. Getting to know more about a new culture.",1
"MNC work culture, freedom to execute ideas, open minded work environment",1
"Great people, fun, challenging, salaries, offices",2
"Young and dynamic team mates, great bonus packages, possibility to follow an international career path, work/life balance is really good",2
Great people and culture at Vodafone with some incredible minds. Ability to provide UK enterprise with a vast array of communications hardware and software.,2
Great brand to have on your CV. Company has some great propositions and is very well positioned to deliver change into the market place. Good salaries and good potential for career development,2
"leaves are good ,good tesh to explore",1
"good employee benefits,",1
"Healthy financial outlook, nice culture, smart people,great cooperation among colleagues, culture of respect and as a whole the right people get promoted.",1
Great company to work for with slot of benefits and career development opportunities.,2
"Innovative, Financially stable, Global footprint",1
great environment to work in and good friendly managers,2
"They had very good work benefits, good working environment.",1
"You can learn a lot, get experience, involve in many projectsand have results",1
"It is an international company, with a large experience on the field",1
Fantastic succession planning and career development opportunities and overseas travel along with relaxed culture,1
Global company gives you the perceived exposure to international roles.,1
my dream job is to work with Vodafone since I was in class 6 now I am going to fulfill my dream work with Vodafone,1
Employee friendly company..great benefits..and work life balance..good source of learning,2
they are so goood company,1
"responsibilities, young company, great opportunities, growing: in this company you can reach your objectives.",2
"Great colleagues, 50% Discount, 30% discount for friends and family, opportunity to network with customers, discounts on high street shops and online",2
"Well,is better place to develop you profesionally,you have a lot of oportunitis for you to develop,you work with great proffesional individs",2
"Nice people.
Nice restaurant.",2
good place to start your career,1
"- Lots of responsibility is given to junior people
- Fun work environment
- Name brand
- Lots of career opportunities if you network & deliver on work
-",2
"very nice experience , learned a lot",2
People in IT are collaborative.,1
"Yearly bonus
Good benefits
Promotion if deserved
Trainings",1
"Wide exposure
many interactions and ongoing development of different skill set",1
"Nice and friendly place to work. Good motivation, efforts compensated.",2
"Retail Marketing with Good Environment for Work,Multi National Company",1
"Discounts
back ground benefits
shares
that is it really have to have a minimum word on this so this is only to make it up to the minimum",1
"Flexible working, great offices, multinationational environment, possibility to move to other countries and other positions.",2
Dynamic environment which encouraged the best of people and strong team working ethos,2
flexible working if have the right line manager,1
"Ethics, employe policy, friendly environment, always provides appreciation and momento for the achievements, activities performed and conducted as per the festival seasons",1
"Meet the right people and there is potential to grow within the company.
They have some great staff benefits.",2
Good working atmosphere and helpful people,1
offering Very flexible working hours,1
"Good environment, and positive mindset",2
The culture and mentorship is highly appreciative. The growth ladder and opportunities provided are immense.,2
"Good environment, happy people, young collegues",2
"Good growth prospects,
Learning opportunities
Good working environment",2
