"","X","Reviews","Polarity"
"3282",3596,"Benefits package was extensive and good - esp pension and maternity leave",1
"3283",3597,"Excellent work life balance, Growth opportunities",1
"3284",3598,"great benefits; modern office; room for growth",1
"3285",3599,"- Great Benefit package; Pension, Tax commute Saver plan, Health Care.
- Clear Career Path
- Great team",1
"3286",3600,"Dynamic Environment
A Lot of Trainings
Communication with a lot of vendors
Communication with Sales and Marketing department
Good work and life balance",1
"3287",3601,"good support from the team",1
"3288",3602,"Brand name; Very nice office ; Nice people to interact with",1
"3289",3603,"I have worked with Vodafone Delhi last 7 years and I am totally satisfied.",1
"3290",3604,"- Entrepreneurship culture and feeling
- locations in more than 20 countries
- one of most visible areas of Vodafone to work
- great feedback from customers and analysts ( Gartner, Ovum... )
- fast growth ( from 60 to 700 people in 3 years )
- very d",1
"3291",3605,"I love the way they create an amazing environment. Facilities are another good reason to vote for them.",1
"3292",3606,"Good Work/Life Balance , Culture & Values",1
"3293",3607,"They give good bonuses. The raise is good sometimes. They have flexible hours",1
"3294",3608,"Generous medical benefits for employee and family, flexible working arrangments offered to everyone, collegiate environment, overall understanding bosses. A lot of fun engagement activities.",1
"3295",3609,"flexible working environment plus work life balance. a strong focus on the person",1
"3296",3610,"Looks good on the CV",1
"3297",3611,"Good work culture,employee favour,no time sheet entry",1
"3298",3612,"Great environment and colleagues. Would suggest it to anybody who can get a job there.",1
"3299",3613,"One home office day per week, lots of trainings, great teams, good management",1
"3300",3614,"Good pay and benefits",1
"3301",3615,"It is the most admired company in the country.",1
"3302",3616,"Great environment, learning new skills, evaluation",1
"3303",3617,"Very good position in the Dutch marketplace. Good working conditions with a great office concept, open space and flexible system. Open door policy also applies to the top management. The management culture is geared toward coaching and improving people managers' performance.",1
"3304",3618,"Healthy work life balance, opportunity to grow",1
"3305",3619,"stable safe work
few lay out for employees
strict when it comes to health and safety
many many many products
amazing customer service
customer oriented
innovation
huge name
flexibility",1
"3306",3620,"Highly organised multinational company and a place to learn",1
"3307",3621,"1. Freshers will get high salary package compared to the employess who already have 2 years experience in the company for the same position
2. Nice Managers(o Depends on how you behave with them)
3. Nice pantry and house keeping staff
4. Very good atmosphere inside the company
5. Very good allowances for rotational shift people. In addition to Handset and mobile allowance
6. Cab facilties are optional …  but you will take it in case you dont have bike
7. Insurance and other policiesShow More",1
"3308",3622,"Salary and bonus and the amount of vacation time",1
"3309",3623,"I am constantly challenged to think differently which keeps me highly engaged. I am empowered to be aspirational on a daily basis and thrive in this environment.",1
"3310",3624,"Good salary
Challenging job
Great HR policies",1
"3311",3625,"There were very good on site opportunities at Vodafone.",1
"3312",3626,"Best part is work and family balance",1
"3313",3627,"There are a lot of opportunities to work on things to broaden your experience. Lots of very good specialists in the companies brought in by acquisition.
Benefits package is good.
Above average number of vacation days.",1
"3314",3628,"very efficient sales representatives trainings",1
"3315",3629,"Collaboration, Fun, Communication, hard work",1
"3316",3630,"job opportunities and freedom to look at other roles including investment into colleagues personal goals",1
"3317",3631,"The environment is very friendly and the team spirit is always great, benefits of transportation, free unlimited phone plan and health insurance.",1
"3318",3632,"Good work/life balance, reasonable salary, scope to do extra over and above job spec",1
"3319",3633,"Great investments considering the revenues decline, international company, salary not so bad respect the market, great internal focus to rennovate the business offer",1
"3320",3634,"Large company with lots of opportunities for different roles, they have plenty of varied technology",1
"3321",3635,"There are some nice people to work with. Campus is alright",1
"3322",3636,"Good office environment, support some working from home, challenging positions, inclusive policies, great LGBT+ Friends network.",1
"3323",3637,"Very professional recruitment process, including a telephone interview and assessment centre. Good communication throughout the process.

Excellent training, with a genuine focus on Customer Service and doing the right thing for the customer.",1
"3324",3638,"Lovely office, nice colleagues, good benefits, English speaking, flexi schedule",1
"3325",3639,"Focused to the customer, innovator, very tech savvy. Feels great to work for one of the largest telco companies of the world!!",1
"3326",3640,"Access to state of the art technology, international team, excellent office space with lots of facilities, chance to work on high profile projects in the industry.",1
"3327",3641,"Very nice environment
good benefits
good organizations",1
"3328",3642,"i have learned and trained how to work under stress and understand carefully the customer needs to find what he wants in order to solve his problem accurately .",1
"3329",3643,"Great company for career progression",1
"3330",3644,"full of opportunities - high level of professionalism",1
"3331",3645,"Great people to work with, good knowledge sharing. If your face fits then you are there for life.",1
"3332",3646,"Good to company to learn",1
"3333",3647,"Best practises, employee benefits, flexi working hours",1
"3334",3648,"good hikes and work balance",1
"3335",3649,"Flexible timings
Transparent Management and leaders",1
"3336",3650,"Great perks, same conditions as full-time employees, competitive salary. Friendly environment full of young and fresh people. Initial training gives you depth overview what company's values are.",1
"3337",3651,"The office, the canteen, the gym, the showers (I can bike to work), the library, the mini meeting pods, the large professional meeting rooms, the pit stop, the people you work with are awesome, the product set is huge and at the top right of the Gartner magic quadrant, the general vibe in the office, the professionalism, the aspiration, the ability to work flexibly, the career opportunities, the focus on charity and …  giving something back and fund raising, the benefits are good too!Show More",1
"3338",3652,"Salary , Bonus , Company Car , Working Environment , Trainning",1
"3339",3653,"Good work atmosphere and having great culture",1
"3340",3654,"Staff get discount at 50% for two lines and the pay is better than average and that's about it.",1
"3341",3655,"good climate and safety of a multinational company,",1
"3342",3656,"Flexibility is the only positive thing of this employeer. Brand open market doors although execition ruin everything you try to construct.",-1
"3343",3657,"everyone was friendly great place to be !",1
"3344",3658,"Good for freshers
Good learning curves for freshers",1
"3345",3659,"Great office
A lot of opportunity to learn and grow",1
"3346",3660,"Customer Centric organisation.
Strong Brand Value particularly in the consumer space
Fast paced
Has invested heavily in brand, retail and infrastructure
Good package and extras",1
"3347",3661,"Good market reputation, aggressive and higher penitration in the rural market,implementing new Ideas to boost up the sales figure.",1
"3348",3662,"Pay, colleagues, varied roles, customer interaction, bonus incentive",1
"3349",3663,"Good company to start ones career with ,but not much opportunity to grow .",1
"3350",3664,"A really good work environment. Working with good programs and tools. Employee benefits like Free phone and contract, Laptop, Data Stick etc.",1
"3351",3665,"Great company
Employee friendly
concerned with employees",1
"3352",3666,"I really like the Vodafone way of working.",1
"3353",3667,"Friendly personnel, great oportunities to learn new things, open mindedness",1
"3354",3668,"open minded environment, great co-workers mentality. unfortunatelly very few people do give attention and value your efforts, and try to help you in all ways possible.",1
"3355",3669,"Easy to learn the product.
Good back office support.",1
"3356",3670,"good perks phone laptop great people",1
"3357",3671,"Good pay package .. and no stress",1
"3358",3672,"The most important reason is that Vodafone is a good reference for your cv. If you are good at your job everybody will respect to you and you will feel yoursef good.",1
"3359",3673,"the company has a nice working environment",1
"3360",3674,"Highly International
Salary is decent
Benefits
Home Office
Flex time",1
"3361",3675,"The environment is really good relative to other companies in the Egyptian market and there is no discrimination of any kind based on religion, gender or disability",1
"3362",3676,"Not one good reason left. The product and network used to be amazing, the team used to be great and the culture used to be one that valued individuals and treated people with care.",1
"3363",3677,"The customers. You meet some friendly people.",1
"3364",3678,"Nice work culture,good benefits, open communication",1
"3365",3679,"Good discounts on pay monthly contracts.
Fun atmosphere majority of time.
Great bonus on achieving target.
Comfortable Uniform to wear.",1
"3366",3680,"Very good work environment and good treatment of employees.",1
"3367",3681,"The salary was okay, there was a healthy environment, and there was transportation. Getting to know more about a new culture.",1
"3368",3682,"MNC work culture, freedom to execute ideas, open minded work environment",1
"3369",3683,"Great people, fun, challenging, salaries, offices",1
"3370",3684,"Young and dynamic team mates, great bonus packages, possibility to follow an international career path, work/life balance is really good",1
"3371",3685,"Great people and culture at Vodafone with some incredible minds. Ability to provide UK enterprise with a vast array of communications hardware and software.",1
"3372",3686,"Great brand to have on your CV. Company has some great propositions and is very well positioned to deliver change into the market place. Good salaries and good potential for career development",1
"3373",3687,"leaves are good ,good tesh to explore",1
"3374",3688,"good employee benefits,",1
"3375",3689,"Healthy financial outlook, nice culture, smart people,great cooperation among colleagues, culture of respect and as a whole the right people get promoted.",1
"3376",3690,"Great company to work for with slot of benefits and career development opportunities.",1
"3377",3691,"Innovative, Financially stable, Global footprint",1
"3378",3692,"great environment to work in and good friendly managers",1
"3379",3693,"They had very good work benefits, good working environment.",1
"3380",3694,"You can learn a lot, get experience, involve in many projectsand have results",1
"3381",3695,"It is an international company, with a large experience on the field",1
"3382",3696,"Fantastic succession planning and career development opportunities and overseas travel along with relaxed culture",1
"3383",3697,"Global company gives you the perceived exposure to international roles.",1
"3384",3698,"my dream job is to work with Vodafone since I was in class 6 now I am going to fulfill my dream work with Vodafone",1
"3385",3699,"Employee friendly company..great benefits..and work life balance..good source of learning",1
"3386",3700,"they are so goood company",1
"3387",3701,"responsibilities, young company, great opportunities, growing: in this company you can reach your objectives.",1
"3388",3702,"Great colleagues, 50% Discount, 30% discount for friends and family, opportunity to network with customers, discounts on high street shops and online",1
"3389",3703,"Well,is better place to develop you profesionally,you have a lot of oportunitis for you to develop,you work with great proffesional individs",1
"3390",3704,"Nice people.
Nice restaurant.",1
"3391",3705,"good place to start your career",1
"3392",3706,"- Lots of responsibility is given to junior people
- Fun work environment
- Name brand
- Lots of career opportunities if you network & deliver on work
-",1
"3393",3707,"very nice experience , learned a lot",1
"3394",3708,"People in IT are collaborative.",1
"3395",3709,"Yearly bonus
Good benefits
Promotion if deserved
Trainings",1
"3396",3710,"Wide exposure
many interactions and ongoing development of different skill set",1
"3397",3711,"Nice and friendly place to work. Good motivation, efforts compensated.",1
"3398",3712,"Retail Marketing with Good Environment for Work,Multi National Company",1
"3399",3713,"Discounts
back ground benefits
shares
that is it really have to have a minimum word on this so this is only to make it up to the minimum",1
"3400",3714,"Flexible working, great offices, multinationational environment, possibility to move to other countries and other positions.",1
"3401",3715,"Dynamic environment which encouraged the best of people and strong team working ethos",1
"3402",3716,"flexible working if have the right line manager",1
"3403",3717,"Ethics, employe policy, friendly environment, always provides appreciation and momento for the achievements, activities performed and conducted as per the festival seasons",1
"3404",3718,"Meet the right people and there is potential to grow within the company.
They have some great staff benefits.",1
"3405",3719,"Good working atmosphere and helpful people",1
"3406",3720,"offering Very flexible working hours",1
"3407",3721,"Good environment, and positive mindset",1
"3408",3722,"The culture and mentorship is highly appreciative. The growth ladder and opportunities provided are immense.",1
"3409",3723,"Good environment, happy people, young collegues",1
"3410",3724,"Good growth prospects,
Learning opportunities
Good working environment",1
"3411",3725,"Good benefits/holidays if you've been there a while
Plenty of scope for progression (although your face will need to fit)
It can look good to have a recognisable brand on your CV",1
"3412",3726,"Good brand, easy to engage with customer",1
"3413",3727,"Good salary, nice offices, very secure position (part of problem)",1
"3414",3728,"They care about their employees. There were lot of benefits (cheap phones, extra vacations, team buildings, trainings, ....).",1
"3415",3729,"Brilliant Team
Brilliant store manager
Good pay
Flexible hours
Good treatment of employees
Always learning something new
Great discounts
Love the vodafone uniform style lol",1
"3416",3730,"Great brand name.
Fantastic team and great people to work with.
Great work life balance
Flexible working
High tech approach to productivity
Very positive attitude towards change and alternative ways of working
Great campus and facilities",1
"3417",3731,"Good work environment, awsemos office, awseome location, flexible work hours.",1
"3418",3732,"Nice working environment, good experience, nice benefits & great training",1
"3419",3733,"Multinational company, huge brand recognition, access to one of the best and most technologically advanced mobile communications network in Europe.",1
"3420",3734,"Great for students looking for a casual job while studying or atleast it was before they cut commissions out and pay packet halved",1
"3421",3735,"very good company , strong diversity and inclusion, employee care great in assignments. group roadmap is very clear and opco needs to drive it",1
"3422",3736,"God system of recognizing , best place to work",1
"3423",3737,"Paid leave, a lot of collaboration, unlimited phone services",1
"3424",3738,"its indeed the best place to work",1
"3425",3739,"Great working environment but mainly depends on the team you're assigned to.",1
"3426",3740,"flexible working, nice offices in Newbury/paddington. huge potential",1
"3427",3741,"Great Community
Useful trainings
Excellent Experience and great addition to CV",1
"3428",3742,"Vodafone culture vibrant - speed, simplicity & trust. Good salaries and package for managerial positions. diversity.",1
"3429",3743,"great environment to start a dba career",1
"3430",3744,"Good benefits, if you work at headoffice im sure it would be a great place to work. I'm based at client site so have not experianced the real Vodafone.",1
"3431",3745,"GOOD
1- Good number of official foreign trips to stay in luxury Hotels for Senior Employees
2- Lavish offsite spends and extravagant Dinners at official expense for Senior Employees
3 - Mobility/have good chance of being posted in London or other European cities
4 - Very long maternity leave. No one bothers if you do not work and stay at home on the pretext of holidays. Indeed very liberal policy of …  trusting nature. If you are a female, you will get promotions, international mobility, high increments, stocks and bonus no matter of actual performance as they focus on diversity and He-For-She
5 - People work only for 3 days, Tue, Wed and Thu only, that too they come at 11 am and leave by 5 pm just like any European/Scandinavian country. Mon and Fri are extended weekends. One leader comes to office only on Thu for a single dayShow More",1
"3432",3746,"The salary is still better than most of the companies in Spain.
Employee benefits.
Work-life balance.",1
"3433",3747,"Awesome place to work, people are very easy to talk to, very motivational environment and plenty of room to move around the company if you are good at your job. Free phone, plan, health insurance, discounts on stuff.",1
"3434",3748,"Good company ; good HR policies",1
"3435",3749,"Large telecommunications company with nice HQ and good benefits scheme.",1
"3436",3750,"Exposure to Business flow.
Good Management.
Exposure to live environment(Production).
Takes care of the employees very well.",1
"3437",3751,"Good HR policies
highly oriented towards diversity",1
"3438",3752,"sales over the phone is awesome",1
"3439",3753,"Looks like a good company to work dor",1
"3440",3754,"Good Culture,good People, Work ethic, Remuneration, Free phone :)",1
"3441",3755,"Employee friendly, challenging and driven organization",1
"3442",3756,"they have great environment and you will be always valued",1
"3443",3757,"A vibrant, young and creative environment which encourages spontaneity and pro-activity. I took pleasure in sorting out complex customer issues& concerns.",1
"3444",3758,"Good corporal culture, continuous training and seminars, free postpaid connection",1
"3445",3759,"They try to support their people and develop them as much as they can. I was in the HQ offices and we always tried to have a pleasant atmosphere and motivating environment. Also quite a lot of Career opportuinities",1
"3446",3760,"Good Graduate Program
Comfortable Environment
Company With Potential",1
"3447",3761,"1- Work with a good talented team
2- Learn new technologies
3- Work in good environment",1
"3448",3762,"1. Same points as others - hourly rate relatively good when compared to other retailers on the UK high street
2. Good work to life balance when working Part time
3. Discount on Vodafone contracts",1
"3449",3763,"Good work Culture & employee safety",1
"3450",3764,"As a mobile company they are very flexible in terms of your working hours. Very exciting time to be part of the business, especially Group Enterprise which VF Groups cash cow.",1
"3451",3765,"Speed is key in everyday activities and in the long term plans",1
"3452",3766,"Benefits, Being part of a fast moving industry, international career",1
"3453",3767,"Medical insurance, transportation, gymnastics, Food Allowance",1
"3454",3768,"very dynamic fast paced and very well structured organization, a lot of good process and business practices to absorb. opportunities to move around and cover different roles",1
"3455",3769,"have great work life balance
have great benefits
have automated requests and automatic support from different department
have spirit of family",1
"3456",3770,"Good and steady jobs. The company had good procedures, the organization is mature, the market is saturated, most of the people are good professionals.",1
"3457",3771,"1-Excellent work environment and colleagues.
2-Most stable job, good environment, good coleagues.
3-Friendly environment , colleagues , flexibility.
4-Calm and i have ability to work in team work.
5-Diversity well managed at work place.",1
"3458",3772,"Ok pay and balance life",1
"3459",3773,"great culture
graduate community
ability to speak to directors and all staff
travel funded trips to Europe
graduate initiatives",1
"3460",3774,"Best company to work for, good balance between personal and professional life. Salary is also well balanced",1
"3461",3775,"young team, interesting projects, things to learn",1
"3462",3776,"good culture that they keep working on",1
"3463",3777,"Great company to have on your resume",1
"3464",3778,"Total benefits package fantastic including high 401k match, cheap insurance. Flexible working if required.",1
"3465",3779,"good salary compared to market rate",1
"3466",3780,"- great environment and people
- opportunities for self development (multiple courses on class+an online academy)
- many employee benefits like discounts at handsets
- interesting projects
- flexible working schedule
- your ideas are assesed",1
"3467",3781,"Multinational company and brand and number one in mumbai, Service and quality.",1
"3468",3782,"Growing Company
Use your skill properly
You can grow faster if you have a good performer",1
"3469",3783,"1)Best Work Culture,good career opportunities",1
"3470",3784,"Amazing leadership, both top level and now mid-management, as we scale. Leaders who care, are hands on, and work with each individual to maximise their skill set.",1
"3471",3785,"the people really make a difference. people are genuinely nice which is quite rare these days. Senior management is flexible and people are given a lot of opportunities provided you work hard.",1
"3472",3786,"Comfy, reasonable bosses and decent enough systems.",1
"3473",3787,"Multinational company and awesome learning experience and adhere to the different cultures of the world from just one place ..",1
"3474",3788,"Good bonus scheme and better basic pay than most retailers. Quite alright and patient if you're struggling with targets offering realistic action plans if individual targets are not met.",1
"3475",3789,"Good environment.
Management is really good and helping nature.",1
"3476",3790,"Good salary
Nice perks
Great work culture
Overall a great place to work",1
"3477",3791,"Good offices and facilities , except for Hayes(which is in the middle of nowhere).
Decent leaves provided
Good peers",1
"3478",3792,"Flexible, modern, casual dress. Lots of people on hand to help",1
"3479",3793,"professional enviroment and good employee atmosphere. the headoffice is located in a quiet area. state of the art IT & PC technology",1
"3480",3794,"Great company to work with and learnt a lot from the organization.good culture and atmosphere.",1
"3481",3795,"Great brand to have on your CV. Chance to have great experience no matter the field",1
"3482",3796,"global reach allows multinational experience",1
"3483",3797,"good working environment
balanced financial benefit",1
"3484",3798,"Multi National company with a very good benefits and really goof environment",1
"3485",3799,"The Company is great I have been employed for less than a year now and I am enjoying my work.",1
"3486",3800,"Excellent environment to work in (lovely campus, great gym), extensive opportunities to move role due to the size of the business, good benefits.",1
"3487",3801,"Budget for new technology
Multi-ethnic company
Compensation & Benefits",1
"3488",3802,"Great place to understand too many sectors under one roof, it has an element of service industry, FMCG, Telecommunication etc",1
"3489",3803,"Hr supported many ways: redundancy packages well documented, resourcing supports to find a new job, permission to use work time to apply new jobs....",1
"3490",3804,"Good share options for staff. Newer offices are nicely done. Sheer size provides a certain benefit. Well known brand.",1
"3491",3805,"It is a good company to work,always new things to learn.",1
"3492",3806,"Great people, many opportunities to develop yourself and dynamic environment",1
"3493",3807,"Great people to work with and a phenomenal brand",1
"3494",3808,"+ Friendship (if still exists)
+ Side benefits (insurance, alike)
+ Trainings
+ Geek culture (not exist anymore)
+ Average salary
+ Global partnerships for some R&D projects, chance to work abroad, use new technologies (if you're lucky)",1
"3495",3809,"Brilliant team atmosphere. There is a lot of potential to earn a monthly bonus if your whole team work hard and smash the targets. Hourly basic pay is good.",1
"3496",3810,"Career Opportunities ;Compensation & Benefits; Values",1
"3497",3811,"Salary is good comparing to others in the industry",1
"3498",3812,"Good brand to work for",1
"3499",3813,"Big brand, great work/life balance, informal environment.",1
"3500",3814,"The grounds of the HQ were very nice.",1
"3501",3815,"The employees for the most part were very friendly, willing to help when needed. The benefits, time off perks were very good as well.",1
"3502",3816,"Going through hyper growth due to the success, consistently ahead of his numbers, lots of career opportunities for hardworking people. Great team work, supportive environment and managers. Great coaching and training. Leading Edge, a great organisation to work for!",1
"3503",3817,"Salary paid on time; good quality people",1
"3504",3818,"relaxed environment to work with",1
"3505",3819,"Best Employer
Best Environment
Best Package - Trying to achieve Work Life Balance .",1
"3506",3820,"People are generally enthusiastic and supportive. Flexible working. Good benefits. Nice campus in Newbury. Extensive global reach and good internal resources.",1
"3507",3821,"It is a great company",1
"3508",3822,"There are opportunites for those who really love their job and work hard. The head office has a cosy atmosphere compared to other companies in Turkey. There are lots of global resources and opportunites if you are self driven.",1
"3509",3823,"cheerful and energetic working environment , relatively good salaries",1
"3510",3824,"Good work / life balance
Very supportive environment for those motivated to drive their own development
Company is constantly changing with industry so always learning",1
"3511",3825,"Learnings and development, Culture, Benefits, Multinational exposure",1
"3512",3826,"Good work and life balance, good benefits, good people",1
"3513",3827,"Great place to work. Very diverse. Lots of opportunities for advancement if you want to grab the chance. It's all about building your own personal brand.",1
"3514",3828,"Best international environment to work at and you will get much more personal benefits than you think like social insurance , Mobile allowance , car allowance and so on.",1
"3515",3829,"Good work environment within the different departments",1
"3516",3830,"Great colleagues. Free phone and calling. Opportunities to work anywhere in the world. Puts a lot of investment into their network.",1
"3517",3831,"Good HR policies. HSW initiatives at all levels at recent times makes you feel like a family. In the 5 years at Vodafone had been through several assignments which had been very enriching.",1
"3518",3832,"One of the best NOC in India with all upgraded facilities.",1
"3519",3833,"Good growth opportunity at Vodafone",1
"3520",3834,"Great company to work for. Very family oriented and offer great career movement and chances for promotions.",1
"3521",3835,"Very good environment to work at , People are great and supportive , Salaries are average not that good , they have other good benefits though.",1
"3522",3836,"Responsibility, salary, development, changing culture, hard working, not boring.",1
"3523",3837,"Dynamic , fast moving company. Still some good career opportunities. Pays well.",1
"3524",3838,"Development plans for people are very useful, many trainings available , very good environment to work at, many good facilities, good team work.",1
"3525",3839,"Excellent work environment. Managers are mostly nice.",1
"3526",3840,"1. great work environment
2. good support from management
3. great place to learn almost all the platforms (juniper/cisco/Alu)",1
"3527",3841,"Offices are very nice places to be due to facilities and furnishings, majority of people you work with are positive, great benefits packages including annual bonus and flexible benefit options, good holiday allowance at 28 days per year, longer if you've been there for 5 years+
Plenty of jobs available if you want to move around within the company
Most teams have flexible working for at least 1 day per week",1
"3528",3842,"Decent pay and work life balance.",1
"3529",3843,"Great work environment, and company benefits although they have been diluted over the years.",1
"3530",3844,"Good per hour wage for high street retail
Discounts are great for Vf own products
Extensive range of discounts for over 500 other companies",1
"3531",3845,"good benefits in terms of family related services (support systems in place), benefits scheme, sick/maternity/paternity pay.

some benefits have been taken away recently though... shares, annualy bonus scheme has changed (all in line with current performance of Vodafone UK)",1
"3532",3846,"This is an outstanding international company",1
"3533",3847,"Meet a great bunch of people, plenty to learn and keep learning, wages OK, ability to offer Friends and Family discount is good, nice offices and gym if you are in the Newbury campus.",1
"3534",3848,"Good benefits, gym and hotdesking",1
"3535",3849,"Great facility at Newbury HQ, with open spaceous offices.
Good pay and excellent benefits.",1
"3536",3850,"- Good colleagues,
- Nice environment,
- Good instalations.",1
"3537",3851,"Good work life balance,Remote working",1
"3538",3852,"Great for a first job, helps build confidence and the environment is energetic.",1
"3539",3853,"Vodafone is a great place to work. Multinational with great opportunities",1
"3540",3854,"amazing people, relaxed inclusive environment with ample opportunities to better oneself. Great for young people, no big egos considering the size.",1
"3541",3855,"A good culture and an enjoyable place to work",1
"3542",3856,"Nice rate, good management, friendly environment",1
"3543",3857,"Good pay, relaxed work environment.",1
"3544",3858,"The culture and people are fantastic and the possibilty of peer to peer job changes makes Vodafone a great place to work.",1
"3545",3859,"People are great to work with",1
"3546",3860,"Young and energetic company atmosphere",1
"3547",3861,"Salary comes well before month end
Transport
Friday Fun
Really good place to work
Useful and Special gifts on every occasion",1
"3548",3862,"Best to wrk...in terms if culture, stucture, policy related to health-safety & wellbeing of employees.",1
"3549",3863,"Potential for personal growth, flexible working hours, great benefits, reviews and feedbacks, multinational environment",1
"3550",3864,"The culture, fast-paced, good mix of people who loved what they do!",1
"3551",3865,"you become a professonalist in the telecommunication.",1
"3552",3866,"Great work life balance albeit mostly because of crappy processes and general inertia. You only need to work 3 - 4 hours on most days and spend the rest of the time doing busy work (redundant mails, useless powerpoint presentations or trying to get visibility with you manager). Even if you want to work longer hours, you will be repeatedly thwarted because your coworkers don't work at the same pace or share the same …  work ethic!

I was not particularly interested in career advancement with the company so I skipped the busy work. Ended up spending a lot of time on twitter and taught myself a couple of languages to pass the time.Show More",1
"3553",3867,"Colleagues are typically nice and very knowledgeable people, pleasant working environment, when in the right part of company working on cutting edge and interesting topics",1
"3554",3868,"Good working environment and nice compensation.",1
"3555",3869,"Friendly people
No pressure on unwanted things
Huge salary",1
"3556",3870,"Good network & customer service",1
"3557",3871,"There is a quite new office, cool building just outside the centre of Milan. Very light and nice Conference rooms and lunch restaurant is ok.",1
"3558",3872,"responsible tasks from day one
extensive training
support and mentoring
great atmosphere",1
"3559",3873,"Brand name, technology oriented, innovative products, customer oriented, good office space environment, still paying bonus, have not yet cut down salaries although most of companies located in Greece have done so. A great place for someone to start his/her carrier or to be hired in an upper level management position.",1
"3560",3874,"Very good work atmosphere and work culture",1
"3561",3875,"Multinational company, great career path, smart poeple, attractive tasks",1
"3562",3876,"Flexible time-off policy, Office culture promoting diversity and international workforce, Access to state of the art Technology and customer Service innovations",1
"3563",3877,"Great company to work for! Dynamic Industry - Good opportunities to move around in commercial functions.",1
"3564",3878,"Sales driven, great pay and strong bonus. Team is great and half of bonus is dependant on store performance thus encouraging teamwork. Other half of bonus is dependant on personal performance. Targets are manager accordingly and aren't too difficult to achieve. In a full time position of 40 hours a week sales representatives can earn up to 28k; including bonus.",1
"3565",3879,"Good benefits and valuable internal opportunities for development of your career",1
"3566",3880,"good salary and good working environment",1
"3567",3881,"The people are great and very enthusiastic and there is a brilliant work culture at Vodafone.
The salaries offered are very competitive in comparison to competitors.",1
"3568",3882,"1) Work from home
2) Salary is paid on 28th of every month",1
"3569",3883,"Friendly
Good Opportunity
Flexible
Fun
Love make family alot
one company local roots
speed simple trust",1
"3570",3884,"Working environment is brillant, canteen great and colleagues professional and helpful always, variety of work to do and never bored",1
"3571",3885,"I received great practical knowledge and the company know how.My mentors were very helpful and guiding and helped learn a lot.Good services",1
"3572",3886,"great people, good atmosphere, nice working culture",1
"3573",3887,"Innovative and fast paced in a good location",1
"3574",3888,"Good organization, progressive thinking of the leadership team",1
"3575",3889,"A lot of support is available from your team/line manager and there is a vast array of self assessment and learning tools available if you're interested in a particular area.",1
"3576",3890,"good workplace, benefits are much better, more employee oriented",1
"3577",3891,"The facilities are second to none; It is the best in Egypt. Also the company still has a very good reputation - not like the old days - but it is still regarded one of the best workplaces in Egypt.",1
"3578",3892,"Vodafone UK take care of their employees, salary for retail is competitive in the market and the benefits really add up. You get access to lots of group discounts and broadband/phones. Your shift patterns are really flexible, and you really bond with team mates.",1
"3579",3893,"Good salary and benefits package
Great people on the front lines who do an amazing job in the difficult circumstances they are faced with",1
"3580",3894,"training every few weeks - motivational",1
"3581",3895,"Opportunity to work on global projects, high employee engagement, work-life balance, good facilities, good leadership team",1
"3582",3896,"Great and warm-welcoming community.
Helpful team members and manager.
Great experience",1
"3583",3897,"Good work ethics and friendly environment",1
"3584",3898,"Training available for everyone and the working conditions are really good. Office is well Organised and nice. Salary is very Competitive. Take employee health and safety seriously.",1
"3585",3899,"Great people, cool working environment, nice people.",1
"3586",3900,"Global career opportunities, need to be pro active, well respected across the industry and beyond",1
"3587",3901,"Vodafone gives you good hike.",1
"3588",3902,"Good Facilities
WFH
No timesheet or In-Out records maintained",1
"3589",3903,"Mobile working policy, with good Work life balance, is an Agile and flat organization, colleges are helpful, with trust and transparent",1
"3590",3904,"Great working environment in Paddington office.
Flexible working allowed (not in all teams though).
Young, high calibre, intelligent colleagues.",1
"3591",3905,"good experience and good community",1
"3592",3906,"Good environment
good team work
Benefits are super",1
"3593",3907,"flexible working hours, home office, fair salary compared to competitors",1
"3594",3908,"benefits are good enough for me",1
"3595",3909,"Good experience within Enterprise scale",1
"3596",3910,"Flexible Working, Employee Share Benefits and contemporary office space.",1
"3597",3911,"benefits are good especially transportation- salary is good as well",1
"3598",3912,"Was a nice place to work
Good canteen
Good coffee docks",1
"3599",3913,"Good development opportunities - there are trainings for the employees tailored on the employee profile.
Compensation package is satisfactory, not great.
Very good and high skilled co-workers
All in all, a good place to start a career",1
"3600",3914,"Work from home facility is there in SCM
They give money for buying mobile and vodafone postpaid Sim card which includes all the services for free
Fix shift timings and weekoffs
Vodafone cares for there employees",1
"3601",3915,"good big place great people",1
"3602",3916,"Office culture is very good. Educated well mannered co workers. Managers really care about you.",1
"3603",3917,"Everyone is friendly and helpful.",1
"3604",3918,"Cool and work life balance is very good. will give good pay",1
"3605",3919,"HR is Very Strong in Vodafone M&G. CLT & ZM are Very supportive.",1
"3606",3920,"dynamic team, exposure to different markets",1
"3607",3921,"Friendly working environment
Casual dress code
Decent pay for a high street job
bonus issued if targets met",1
"3608",3922,"salary, positive atmosphere, transportation and its benefits which are access to gold's gym and free credit to your phone.",1
"3609",3923,"It's a transparent organization which has helped me garner Cross functional experience across multiple states. Very friendly Hr policies",1
